model,report,D_mm,T_mm,d_mm,t_mm,d_D,D_T,load_type,load_on,load_category,location,microstrain_1,microstrain_2,microstrain_3,stress_trans,stress_long,stress_shear,sigma1_psi,sigma2_psi,sigma1_MPa,sigma2_MPa,SI_MPa
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I180N-E,129,98,116,4569,5234,-234,5308,4494,36.599,30.986,5.613
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I180N-F*,603,46,65,1781,18640,-253,18640,1777,128.523,12.252,116.271
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I180N-M*,0,41,67,2371,711,-348,2441,641,16.831,4.42,12.411
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0180N-A,206,454,440,19430,12000,177,19430,12000,133.97,82.74,51.23
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0180N-B,-28,263,277,11880,2738,-184,11890,2735,81.982,18.858,63.124
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0180N-C,-104,130,152,6308,-1244,-298,6320,-1256,43.576,-8.66,52.236
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0180N-D,-90,58,73,2992,-1797,-196,3000,-1805,20.685,-12.445,33.13
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0180N-E,-57,24,29,1222,-1344,-70,1224,-1346,8.439,-9.281,17.72
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0I80N-F,40,26,21,979,1505,63,1513,972,10.432,6.702,3.73
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0180N-G*,0,10,36,1003,301,-342,1142,162,7.874,1.117,6.757
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0180N-H,58,48,41,1899,2323,101,2346,1876,16.176,12.935,3.241
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I270C-A,-69,-14,14,76,-2044,-367,136,-2106,0.938,-14.521,15.459
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I270C-B,-83,-14,17,164,-2431,-412,228,-2495,1.572,-17.203,18.775
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I270C-C,-69,-10,21,316,-1972,-424,392,-2048,2.703,-14.121,16.824
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I270C-D,-44,-4,28,581,-1137,-424,680,-1236,4.689,-8.522,13.211
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I270C-G,92,33,40,1508,3204,-101,3210,1502,22.133,10.356,11.777
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I270C-H*,109,0,36,664,3464,-475,3542,585,24.422,4.034,20.388
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I270C-J,85,39,1,805,2793,507,2915,683,20.099,4.709,15.39
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I270C-K*,0,19,14,731,219,63,739,212,5.095,1.462,3.633
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I270C-L,64,23,14,734,2131,120,2141,724,14.762,4.992,9.77
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0270C-A,28,67,69,2956,1728,-38,2957,1727,20.389,11.908,8.481
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0270C-B,75,101,103,4398,3572,-19,4398,3571,30.324,24.622,5.702
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0270C-0,72,126,122,5372,3779,51,5374,3777,37.054,26.042,11.012
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0270C-E,71,130,124,5499,3774,76,5503,3771,37.943,26.001,11.942
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0270C-F,49,110,106,4708,2895,51,4710,2894,32.475,19.954,12.521
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0270C-G,32,78,68,3182,1910,127,3194,1897,22.023,13.08,8.943
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0270C-H,32,43,38,1730,1474,70,1748,1456,12.052,10.039,2.013
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0270C-J,48,13,11,479,1598,32,1599,479,11.025,3.303,7.722
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0270C-K,65,15,16,597,2116,-13,2118,597,14.604,4.116,10.488
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0270C-L,69,26,29,1135,2422,-38,2423,1134,16.707,7.819,8.888
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,-,9,0,21,-76,-1113,-3028,1292,-463,8.908,-3.192,12.1
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I270N-E,-47,49,31,1827,-849,241,1848,-871,12.742,-6.006,18.748
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I270N-F,-44,41,24,1469,-885,228,1491,-907,10.28,-6.254,16.534
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,X270N-H,-42,53,36,1989,-672,228,2008,-692,13.845,-4.771,18.616
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I270N-4*,-392,48,32,2195,-11090,222,2199,-11090,15.162,-76.466,91.628
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0270N-A,4,65,57,2680,918,108,2686,912,18.52,6.288,12.232
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0270N-B,-29,78,77,3427,144,19,3427,144,23.629,0.993,22.636
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,O270N-C,-53,84,63,3734,-462,13,3734,-462,25.746,-3.185,28.931
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0270N-0,-71,81,85,3723,-1021,-57,3724,-1022,25.677,-7.047,32.724
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0270N-E,-73,74,75,3349,-1191,-19,3349,-1191,23.091,-8.212,31.303
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0270N-G,-48,60,70,2904,-583,-133,2910,-588,20.064,-4.054,24.118
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0270N-H,-48,55,66,2706,-628,-152,2712,-635,18.699,-4.378,23.077
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0270N-J,-41,47,61,2416,-513,-184,2428,-527,16.741,-3.634,20.375
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I300C-A,-123,39,172,4782,-2243,-1766,5201,-2662,35.861,-18.354,54.215
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I300C-B,-77,22,191,4774,-877,-2248,5559,-1662,38.329,-11.459,49.788
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I300C-0,18,14,200,4690,1949,-2476,6149,490,42.397,3.379,39.018
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I300C-F,100,30,135,3514,4048,-1399,5206,2357,35.895,16.252,19.643
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I300C-G,96,28,95,2578,3667,-893,4168,2077,28.738,14.321,14.417
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I300C-H,82,23,57,1685,2972,-456,3117,1540,21.492,10.618,10.874
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I300C-J,66,13,51,1337,2383,-513,2592,1128,17.872,7.778,10.094
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I300C-K,64,15,59,1559,2392,-583,2692,1259,18.561,8.681,9.88
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I300C-L,55,22,58,1695,2148,-481,2453,1389,16.913,9.577,7.336
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0300C-A,77,211,184,8615,4894,361,8650,4859,59.642,33.503,26.139
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0300C-B,55,211,146,7783,3989,867,7972,3800,54.967,26.201,28.766
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0300C-C,28,201,102,6633,2817,1330,7050,2399,48.61,16.541,32.069
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0300C-0,1,186,63,5472,1670,1646,6085,1056,41.956,7.281,34.675
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0300C-E,-25,165,36,4435,589,1722,5093,-69,35.116,-0.476,35.592
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,C300C-F,-45,117,-16,2285,-669,1773,3115,-1,21.478,-0.007,21.485
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,C300C-G,-15,75,-32,946,-172,1425,1917,-1143,13.218,-7.881,21.099
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0300C-H,15,62,-19,913,730,1083,1908,-265,13.156,-1.827,14.983
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,9300C-J,48,62,8,1483,1885,715,2427,940,16.734,6.481,10.253
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0300C-K,57,61,14,1578,2170,627,2567,1160,17.699,7.998,9.701
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0300C-L,58,58,15,1545,2203,583,2543,1205,17.534,8.308,9.226
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I300N-A,-208,-62,190,3049,-5330,-3356,4227,-6508,29.145,-44.873,74.018
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I300N-B,-75,50,159,4668,-832,-1450,5045,-1190,34.785,-8.205,42.99
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I300N-C,1,105,133,5231,1598,-361,5267,1562,36.316,10.77,25.546
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I300N-0,38,121,95,4711,2539,348,4765,2485,32.855,17.134,15.721
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I300N-E,32,109,66,3818,2115,576,3995,1938,27.546,13.363,14.183
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I300N-G,-15,42,40,1823,105,19,1823,105,12.57,0.724,11.846
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I300N-H,-16,49,37,1919,91,165,1933,76,13.328,0.524,12.804
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,-A,155,239,133,7997,7047,1406,9005,6038,62.089,41.632,20.457
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0300N-D,-68,93,57,3375,-1040,481,3427,-1092,23.629,-7.529,31.158
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0300M-E,-66,57,44,2307,-1275,177,2316,-1284,15.969,-8.853,24.822
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,Q300N-F,-29,24,46,1577,-382,-291,1619,-425,11.163,-2.93,14.093
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0300N-G,-5,30,62,2042,470,-424,2149,363,14.817,2.503,12.314
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0300N-H,-11,39,61,2216,337,-285,2258,295,15.569,2.034,13.535
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0300N-J,-14,34,53,1927,150,-260,1964,113,13.542,0.779,12.763
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,133K-A,-245,222,175,9011,-4653,627,9040,-4681,62.331,-32.275,94.606
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I330C-B*,-119,173,179,7870,-1203,-82,7870,-1204,54.264,-8.302,62.566
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I330C-C,-9,149,184,7331,1943,-462,7370,1903,50.816,13.121,37.695
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I330C-D*,63,164,178,7461,134,-184,7471,4124,51.513,28.435,23.078
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I330C-E,97,105,165,5836,4673,-804,6246,4262,43.066,29.386,13.68
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I330C-F,96,56,111,3561,3934,-741,4511,2983,31.103,20.568,10.535
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I330C-6,54,35,91,2698,2434,-747,3325,1807,22.926,12.459,10.467
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I330C-H,29,29,85,2465,1595,-753,2900,1160,19.995,7.998,11.997
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I330C-J,18,36,100,2968,1418,-861,3351,1034,23.105,7.129,15.976
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I330T-L,16,28,2,2615,1255,-861,3032,838,20.906,5.778,15.128
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0330C-B,39,309,258,12420,4896,690,12480,4831,86.05,33.31,52.74
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,C330C-C,-21,249,181,9486,2204,899,9595,2095,66.158,14.445,51.713
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0330C-0,-64,200,122,7151,221,1051,7307,65,50.382,0.448,49.934
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0330C-E,-73,160,75,5229,-627,1133,5441,-838,37.516,-5.778,43.294
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0330C-F,-46,85,2,1972,-777,1102,2359,-1164,16.265,-8.026,24.291
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0330C-G,0,51,-10,909,273,804,1455,-274,10.032,-1.889,11.921
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0330C-H,21,47,2,1052,957,602,1608,401,11.087,2.765,8.322
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0330C-J,21,53,0,1136,968,703,1760,344,12.135,2.372,9.763
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0330C-K*,12,1602,4,35290,10940,21290,47640,-1405,328.478,-9.687,338.165
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I330*-A,-216,53,385,9867,-3526,-4419,11190,-4853,77.155,-33.461,110.616
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I330N-C,148,216,275,10630,7621,-779,10620,7432,73.225,51.244,21.981
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I3S0N-D,190,208,210,8992,8400,-32,8994,8398,62.014,57.904,4.11
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,1330N-E,176,177,163,7287,7404,177,7532,7159,51.933,49.361,2.572
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I330N-F*,114,-521,-829,-29790,-5500,4103,-4826,-30460,-33.275,-210.022,176.747
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I330N-G,73,96,111,4463,3534,-196,4502,3494,31.041,24.091,6.95
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I330N-H,24,39,55,2052,1328,-209,2108,1272,14.535,8.77,5.765
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I330N-J*,15,40,-172,-2920,-420,2836,1430,-477,9.86,-3.289,13.149
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0330N-A,0,266,224,10760,3227,557,10800,3186,74.466,21.967,52.499
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0330N-8,-106,142,31,3918,-2004,1482,4268,-2354,29.428,-16.231,45.659
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0330N-C,-206,32,-48,-126,-6282,1064,52,-6461,0.359,-44.549,44.908
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0330N-D,-216,-43,-107,-3076,-7338,855,-2911,-7503,-20.071,-51.733,31.662
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0330N-F,-143,-145,-141,-6141,-6133,-57,-6080,-6194,-41.922,-42.708,0.786
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0330N-G,-107,-116,-105,-4749,-4647,-152,-4537,-4858,-31.283,-33.496,2.213
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,O330N-J,31,33,44,1668,1427,-146,1737,1359,11.977,9.37,2.607
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I-O-C-B,-3,-8,2,-111,-133,-133,11,-256,0.076,-1.765,1.841
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I-O-C-C,-5,-13,9,-99,-172,-291,158,-429,1.089,-2.958,4.047
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I-O-C-D,-6,-15,12,-46,-185,-361,252,-483,1.738,-3.33,5.068
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I-O-C-F*,0,-21,21,0,0,-557,557,-557,3.841,-3.841,7.682
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I-O-C-G,-2,-21,18,-61,-75,-519,451,-587,3.11,-4.047,7.157
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I-O-C-H*,0,-19,17,-52,-16,-488,454,-522,3.13,-3.599,6.729
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I-O-C-J,-1,-18,20,64,-24,-507,529,-488,3.647,-3.365,7.012
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I-O-C-L,1,-13,9,-95,0,-285,241,-336,1.662,-2.317,3.979
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I,15,-18,-64,9,431,405,-459,3,-3.165,0.021,3.186
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,O-O-C-D,2,15,-12,61,75,355,423,-287,2.917,-1.979,4.896
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,9-O-C-E,0,12,-10,63,19,291,333,-251,2.296,-1.731,4.027
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0-0-C-*,1,9,-9,-2,42,241,262,-221,1.806,-1.524,3.33
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,O-O-C-H,0,4,-2,42,13,76,105,-50,0.724,-0.345,1.069
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,O-O-C-L,-10,-1,5,84,-260,-82,102,-279,0.703,-1.924,2.627
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,1-O-N-A,1,-1,-10,-252,-47,127,13,-312,0.09,-2.151,2.241
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I-O-N-B,-5,-1,-10,-235,-227,108,-123,-339,-0.848,-2.337,1.489
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I-O-N-0,-8,0,-11,-242,-301,139,-129,-414,-0.889,-2.855,1.966
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I-O-N-F*,-7,0,0,8,-212,0,8,-212,0.055,-1.462,1.517
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I-O-N-G,-7,-7,-6,-274,-296,-6,-273,-298,-1.882,-2.055,0.173
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I-O-N-H*,-7,-2,-6,-160,-248,51,-137,-271,-0.945,-1.869,0.924
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I-O-N-J,-13,-11,-12,-497,-548,6,-496,-5,-3.42,-0.034,3.386
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,O-O-N-A,5,13,-16,-57,125,386,431,-363,2.972,-2.503,5.475
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,3-0-N-B,3,14,-8,143,143,291,434,-149,2.992,-1.027,4.019
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,O-O-N-C,6,11,-8,56,202,253,393,-135,2.71,-0.931,3.641
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,O-O-N-5,3,8,-4,80,124,152,255,-52,1.758,-0.359,2.117
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,O-O-N-G,-3,4,-3,24,-78,89,75,-130,0.517,-0.896,1.413
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,O-O-N-H,1,3,1,93,56,19,101,48,0.696,0.331,0.365
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,C-O-N-J,-1,5,-1,85,-3,76,129,-47,0.889,-0.324,1.213
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I-90C-A,-176,-49,-48,-1937,-5856,-25,-1937,-5856,-13.356,-40.377,27.021
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I-90C-0,-44,-22,-17,-797,-1565,-70,-791,-1571,-5.454,-10.832,5.378
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I-90C-E,-8,-10,-4,-304,-334,-76,-242,-396,-1.669,-2.73,1.061
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I-90C-F,31,18,17,718,1156,13,1157,717,7.978,4.944,3.034
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I-90C-G,72,33,27,1237,2524,89,2530,1231,17.444,8.488,8.956
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I-90C-H,72,29,24,1069,2488,63,2491,1067,17.175,7.357,9.818
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I-90OJ,48,7,10,302,1545,-38,1546,301,10.66,2.075,8.585
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I-90C-K,31,-3,-1,-129,902,-19,903,-129,6.226,-0.889,7.115
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0-90C-A,225,196,166,7721,9074,399,9183,7612,63.317,52.485,10.832
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,3-90C-B,175,137,133,5750,6971,44,6973,5749,48.079,39.639,8.44
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0-90C-C,126,119,115,5000,5292,51,5300,4991,36.544,34.413,2.131
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,G-90C-0,69,97,102,4310,3374,-63,4314,3370,29.745,23.236,6.509
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,3-90C-E,34,77,82,3461,2065,-57,3463,2062,23.877,14.217,9.66
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0-90C-F,-26,30,34,1449,-349,-51,1451,-351,10.005,-2.42,12.425
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0-90C-G,-50,-3,-8,-185,-1552,57,-183,-1555,-1.262,-10.722,9.46
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0-90C-H,-52,-20,-21,-862,-1827,13,-862,-1827,-5.943,-12.597,6.654
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,C-90C-K,-26,-17,-15,-671,-985,-19,-670,-987,-4.62,-6.805,2.185
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,0-90C-L,-5,-8,-6,-297,-246,-19,-240,-303,-1.655,-2.089,0.434
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I-90N-A,-343,28,-30,324,-10180,766,380,-10240,2.62,-70.605,73.225
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,X-90N-B,-110,89,62,3431,-2264,361,3454,-2287,23.815,-15.769,39.584
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I-90N-C,19,90,85,3833,1706,70,3836,1704,26.449,11.749,14.7
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I-90N-D,81,65,71,2888,3290,-82,3306,2872,22.795,19.802,2.993
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,pressure,cylinder,pressure,I-90N-E,79,35,42,1594,2859,-95,2866,1587,19.761,10.942,8.819
